city,plz,rooms,chf/m2
bern,3018.0,4.5,24.814988290398126
bern,3018.0,5.5,25.231578947368423
bern,3019.0,3.5,
bern,3027.0,1.0,33.333333333333336
bern,3027.0,1.5,
bern,3027.0,2.5,20.251342642320086
bern,3027.0,3.0,22.203125
bern,3027.0,3.5,21.530378693300044
bern,3027.0,4.5,18.201219512195124
bern,3072.0,5.5,
basel,4000.0,3.5,
basel,4001.0,1.0,32.666666666666664
basel,4001.0,1.5,31.287128712871286
basel,4001.0,2.0,40.65833333333333
basel,4001.0,2.5,25.05960264900662
basel,4001.0,3.0,26.184971098265898
basel,4001.0,3.5,31.06177606177606
basel,4001.0,4.0,24.85
basel,4001.0,5.0,26.859504132231404
basel,4020.0,2.0,34.84848484848485
basel,4051.0,1.0,35.62679425837321
basel,4051.0,1.5,28.86682242990654
basel,4051.0,2.0,30.637435786122566
basel,4051.0,2.5,27.837861915367483
basel,4051.0,3.0,23.184264705882352
basel,4051.0,3.5,23.162289858257335
basel,4051.0,4.0,24.195038494439693
basel,4051.0,4.5,27.525517241379312
basel,4051.0,5.0,22.438725490196077
basel,4051.0,5.5,30.212314225053078
basel,4051.0,7.0,25.454545454545453
basel,4052.0,1.0,23.456221198156683
basel,4052.0,1.5,28.565891472868216
basel,4052.0,2.0,26.23646829715333
basel,4052.0,2.5,27.617703822637406
basel,4052.0,3.0,22.774928774928775
basel,4052.0,3.5,27.199211982929818
basel,4052.0,4.0,22.7027027027027
basel,4052.0,4.5,24.068646543330086
basel,4052.0,5.0,34.39716312056738
basel,4052.0,5.5,30.369393139841687
basel,4052.0,6.0,18.75
basel,4052.0,6.5,25.666666666666668
basel,4052.0,7.0,24.210526315789473
basel,4053.0,1.0,31.971014492753625
basel,4053.0,1.5,32.86582401555663
basel,4053.0,2.0,27.388020833333332
basel,4053.0,2.5,28.939649304006952
basel,4053.0,3.0,23.33825897823308
basel,4053.0,3.5,18.55044648086575
basel,4053.0,4.0,21.25
basel,4053.0,4.5,20.371191267204555
basel,4053.0,5.5,23.77777777777778
basel,4054.0,1.0,31.91539528432732
basel,4054.0,1.5,31.721311475409838
basel,4054.0,2.0,25.33831908831909
basel,4054.0,2.5,25.719661335841955
basel,4054.0,3.0,24.476065818997757
basel,4054.0,3.5,21.71061287139568
basel,4054.0,4.0,20.878164556962023
basel,4054.0,4.5,23.172770700636942
basel,4054.0,5.0,25.649350649350648
basel,4054.0,5.5,23.85576923076923
basel,4054.0,6.0,29.21232876712329
basel,4055.0,1.0,29.52522066086735
basel,4055.0,1.5,31.546153846153846
basel,4055.0,2.0,25.801168125725138
basel,4055.0,2.5,27.793475624545238
basel,4055.0,3.0,23.290203327171902
basel,4055.0,3.5,26.02883329399733
basel,4055.0,4.0,20.135503315250148
basel,4055.0,4.5,25.552
basel,4055.0,5.5,28.08080808080808
basel,4056.0,1.0,30.113695538968926
basel,4056.0,1.5,28.3968253968254
basel,4056.0,2.0,26.41334557698194
basel,4056.0,2.5,24.796992481203006
basel,4056.0,3.0,23.34190549493669
basel,4056.0,3.5,23.77673796791444
basel,4056.0,4.0,21.578366445916114
basel,4056.0,4.5,23.853658536585368
basel,4056.0,5.0,21.639004149377595
basel,4057.0,1.0,33.544380252100844
basel,4057.0,1.5,30.914834737725823
basel,4057.0,2.0,24.05555402482538
basel,4057.0,2.5,25.860654202105735
basel,4057.0,3.0,23.551049280829993
basel,4057.0,3.5,24.010240655401947
basel,4057.0,4.0,19.980988593155892
basel,4057.0,4.5,23.065352697095435
basel,4057.0,6.5,31.125
basel,4058.0,1.0,36.837937937937944
basel,4058.0,1.5,27.24937862468931
basel,4058.0,2.0,23.570127504553735
basel,4058.0,2.5,27.656437581079004
basel,4058.0,3.0,24.291945961483183
basel,4058.0,3.5,24.28182339449541
basel,4058.0,4.0,22.692090395480225
basel,4058.0,4.5,26.994884910485933
basel,4058.0,5.0,19.732984293193716
basel,4058.0,5.5,34.074074074074076
basel,4058.0,6.0,19.846153846153847
basel,4058.0,6.5,39.76190476190476
basel,4059.0,1.0,34.25
basel,4059.0,1.5,
basel,4059.0,2.0,22.161290322580644
basel,4059.0,2.5,32.30337078651685
basel,4059.0,3.0,20.80722891566265
basel,4059.0,3.5,22.791519434628977
basel,4059.0,4.0,28.636363636363637
basel,4059.0,4.5,28.41216216216216
basel,4059.0,5.5,30.794701986754966
basel,4059.0,6.5,32.43512974051897
basel,4059.0,7.5,21.471571906354512
basel,4125.0,2.5,38.679245283018865
luzern,6003.0,1.0,34.517726282432164
luzern,6003.0,1.5,38.268041237113394
luzern,6003.0,2.0,22.856145251396647
luzern,6003.0,2.5,28.82096069868996
luzern,6003.0,3.0,23.551747296264562
luzern,6003.0,3.5,23.422151277013754
luzern,6003.0,4.0,22.49332714401764
luzern,6003.0,4.5,21.559020044543434
luzern,6003.0,5.5,16.862745098039216
luzern,6004.0,1.0,88.9391447368421
luzern,6004.0,1.5,44.17519908987485
luzern,6004.0,2.0,45.27918781725889
luzern,6004.0,2.5,25.58922558922559
luzern,6004.0,3.0,21.875
luzern,6004.0,3.5,40.25551020408164
luzern,6004.0,4.0,21.99004975124378
luzern,6004.0,4.5,24.928229665071772
luzern,6004.0,5.5,25.754716981132077
luzern,6005.0,1.0,37.28253968253968
luzern,6005.0,1.5,38.31428571428572
luzern,6005.0,2.0,26.645480225988702
luzern,6005.0,2.5,28.83674895202608
luzern,6005.0,3.0,21.474218089602704
luzern,6005.0,3.5,24.57593281013355
luzern,6005.0,4.0,20.37629757785467
luzern,6005.0,4.5,23.737309644670052
luzern,6005.0,5.0,
luzern,6005.0,7.5,41.37931034482759
luzern,6006.0,1.0,48.385685210312076
luzern,6006.0,1.5,92.42424242424242
luzern,6006.0,2.0,32.69023569023569
luzern,6006.0,2.5,48.42869342442357
luzern,6006.0,3.0,23.546209761163034
luzern,6006.0,3.5,28.769230769230766
luzern,6006.0,4.0,27.33974358974359
luzern,6006.0,4.5,32.48106246925725
luzern,6006.0,5.0,45.8974358974359
luzern,6006.0,5.5,23.391812865497073
luzern,6006.0,7.5,86.8
luzern,6006.0,8.5,34.285714285714285
luzern,6014.0,1.0,60.55555555555555
luzern,6014.0,1.5,
luzern,6014.0,2.0,19.0
luzern,6014.0,2.5,22.261904761904763
luzern,6014.0,3.0,28.157894736842106
luzern,6014.0,3.5,20.65671641791045
luzern,6014.0,4.5,19.3953488372093
luzern,6014.0,5.5,18.4
luzern,6015.0,1.0,27.962962962962962
luzern,6015.0,1.5,26.208333333333332
luzern,6015.0,2.0,30.48
luzern,6015.0,2.5,28.671328671328673
luzern,6015.0,3.0,23.620689655172413
luzern,6015.0,3.5,20.70065075921909
luzern,6015.0,4.0,
luzern,6015.0,4.5,19.51168831168831
winterthur,8000.0,1.0,70.0
winterthur,8400.0,1.0,36.85244024617146
winterthur,8400.0,1.5,25.80877772534214
winterthur,8400.0,2.0,26.278211658177703
winterthur,8400.0,2.5,27.643275959901647
winterthur,8400.0,3.0,24.99283088235294
winterthur,8400.0,3.5,27.299594510293197
winterthur,8400.0,4.0,20.247433007763586
winterthur,8400.0,4.5,20.974396488661302
winterthur,8400.0,5.5,21.53543307086614
winterthur,8400.0,6.5,23.868613138686133
winterthur,8400.0,7.5,21.19289340101523
winterthur,8404.0,1.0,24.34131736526946
winterthur,8404.0,1.5,30.454545454545453
winterthur,8404.0,2.0,30.945121951219512
winterthur,8404.0,2.5,24.994469026548675
winterthur,8404.0,3.0,24.201657458563535
winterthur,8404.0,3.5,22.617021276595743
winterthur,8404.0,4.0,20.737051792828684
winterthur,8404.0,4.5,22.110199296600236
winterthur,8404.0,5.0,24.916666666666668
winterthur,8404.0,5.5,17.10914454277286
winterthur,8404.0,6.0,
winterthur,8405.0,1.5,45.65217391304348
winterthur,8405.0,2.0,28.836206896551722
winterthur,8405.0,2.5,25.17562724014337
winterthur,8405.0,3.0,23.125
winterthur,8405.0,3.5,23.365269461077844
winterthur,8405.0,4.0,23.21794871794872
winterthur,8405.0,4.5,22.648837209302325
winterthur,8405.0,5.0,16.496350364963504
winterthur,8405.0,5.5,26.673228346456693
winterthur,8406.0,1.0,42.25988700564972
winterthur,8406.0,1.5,37.485119047619044
winterthur,8406.0,2.0,30.434782608695652
winterthur,8406.0,2.5,28.38818565400844
winterthur,8406.0,3.0,24.65450310559006
winterthur,8406.0,3.5,22.403230983203166
winterthur,8406.0,4.0,21.818181818181817
winterthur,8406.0,4.5,19.91111111111111
winterthur,8406.0,5.5,23.07377049180328
winterthur,8408.0,1.0,26.19047619047619
winterthur,8408.0,1.5,33.333333333333336
winterthur,8408.0,2.0,18.833333333333332
winterthur,8408.0,2.5,24.635593220338986
winterthur,8408.0,3.0,23.109611318913643
winterthur,8408.0,3.5,23.099461514095662
winterthur,8408.0,4.0,20.468817204301075
winterthur,8408.0,4.5,22.683042789223453
winterthur,8408.0,5.0,17.872340425531913
winterthur,8408.0,6.5,
winterthur,8409.0,1.5,70.45454545454545
winterthur,8409.0,3.5,23.24175824175824
winterthur,8409.0,4.5,20.95092024539877
winterthur,8409.0,5.5,28.94736842105263
zuerich,8001.0,1.0,72.04093567251462
zuerich,8001.0,1.5,69.61340206185567
zuerich,8001.0,2.0,48.64840182648402
zuerich,8001.0,2.5,49.453968253968256
zuerich,8001.0,3.0,45.212765957446805
zuerich,8001.0,3.5,72.40178571428572
zuerich,8001.0,4.0,122.3021582733813
zuerich,8001.0,4.5,
zuerich,8001.0,6.0,82.38341968911917
zuerich,8001.0,6.5,46.417647058823526
zuerich,8002.0,1.0,69.73023255813953
zuerich,8002.0,2.5,46.40743871513102
zuerich,8002.0,3.0,47.593023255813954
zuerich,8002.0,3.5,46.0408719346049
zuerich,8002.0,4.0,44.39655172413793
zuerich,8002.0,4.5,48.82051282051282
zuerich,8003.0,1.0,71.9921875
zuerich,8003.0,1.5,51.145833333333336
zuerich,8003.0,2.0,50.410447761194035
zuerich,8003.0,2.5,62.75862068965517
zuerich,8003.0,3.5,43.09733606557377
zuerich,8004.0,1.0,71.62976406533575
zuerich,8004.0,1.5,55.2734375
zuerich,8004.0,2.0,48.392638036809814
zuerich,8004.0,2.5,54.55301455301455
zuerich,8004.0,3.0,52.73584905660377
zuerich,8004.0,3.5,45.994793752503
zuerich,8004.0,4.0,
zuerich,8004.0,4.5,41.712
zuerich,8005.0,1.0,39.623456790123456
zuerich,8005.0,1.5,48.21590909090909
zuerich,8005.0,2.0,50.857142857142854
zuerich,8005.0,2.5,35.162573099415205
zuerich,8005.0,3.0,34.86842105263158
zuerich,8005.0,3.5,32.97635135135135
zuerich,8005.0,4.5,35.833333333333336
zuerich,8005.0,5.0,28.857142857142858
zuerich,8006.0,1.0,59.77351313969571
zuerich,8006.0,1.5,47.06666666666667
zuerich,8006.0,2.0,56.030534351145036
zuerich,8006.0,2.5,41.20338983050848
zuerich,8006.0,3.0,37.39413680781759
zuerich,8006.0,3.5,44.0
zuerich,8006.0,4.0,40.18779342723005
zuerich,8006.0,4.5,38.27789934354486
zuerich,8008.0,1.0,36.835443037974684
zuerich,8008.0,1.5,47.61904761904762
zuerich,8008.0,2.0,39.82142857142857
zuerich,8008.0,2.5,48.372395833333336
zuerich,8008.0,3.0,41.04255319148936
zuerich,8008.0,3.5,45.69322853688029
zuerich,8008.0,4.0,40.56701030927835
zuerich,8008.0,4.5,36.111111111111114
zuerich,8008.0,5.5,37.25
zuerich,8032.0,1.0,70.50948509485094
zuerich,8032.0,1.5,46.0919540229885
zuerich,8032.0,2.0,59.054054054054056
zuerich,8032.0,2.5,50.89853835484903
zuerich,8032.0,3.0,38.03333333333333
zuerich,8032.0,3.5,41.82142857142857
zuerich,8032.0,4.5,33.1981981981982
zuerich,8032.0,6.5,48.76847290640394
zuerich,8037.0,1.0,46.34146341463415
zuerich,8037.0,1.5,55.55555555555556
zuerich,8037.0,2.5,49.18149466192171
zuerich,8037.0,3.0,37.67142857142857
zuerich,8037.0,3.5,48.52222222222222
zuerich,8037.0,4.5,40.526315789473685
zuerich,8038.0,2.0,39.53703703703704
zuerich,8038.0,2.5,32.246153846153845
zuerich,8038.0,3.0,28.938856015779095
zuerich,8038.0,3.5,40.875
zuerich,8038.0,4.0,30.37313432835821
zuerich,8038.0,4.5,
zuerich,8038.0,5.5,
zuerich,8041.0,2.5,27.15277777777778
zuerich,8041.0,3.5,39.44444444444444
zuerich,8041.0,4.0,29.58015267175573
zuerich,8041.0,4.5,28.818897637795274
zuerich,8041.0,5.0,32.79661016949152
zuerich,8044.0,1.0,32.892561983471076
zuerich,8044.0,1.5,28.688524590163933
zuerich,8044.0,2.0,32.06349206349206
zuerich,8044.0,2.5,41.20539546290619
zuerich,8044.0,3.0,32.71875
zuerich,8044.0,3.5,51.21510673234811
zuerich,8044.0,4.5,44.370860927152314
zuerich,8044.0,5.0,16.153846153846153
zuerich,8044.0,7.0,29.563636363636363
zuerich,8045.0,1.0,58.31325301204819
zuerich,8045.0,2.0,62.40517241379311
zuerich,8045.0,2.5,31.457013574660632
zuerich,8045.0,3.0,
zuerich,8045.0,3.5,35.72337042925278
zuerich,8045.0,4.0,23.4468085106383
zuerich,8046.0,1.0,56.1764705882353
zuerich,8046.0,2.0,
zuerich,8046.0,2.5,30.223719676549862
zuerich,8046.0,3.0,30.183333333333334
zuerich,8046.0,3.5,27.648026315789473
zuerich,8046.0,4.5,27.256410256410255
zuerich,8046.0,5.0,30.275229357798164
zuerich,8047.0,1.0,37.48858447488585
zuerich,8047.0,1.5,31.4
zuerich,8047.0,2.0,50.44444444444444
zuerich,8047.0,2.5,34.99700598802396
zuerich,8047.0,3.0,32.61100569259962
zuerich,8047.0,3.5,27.575757575757574
zuerich,8047.0,4.5,26.35632183908046
zuerich,8048.0,1.0,59.18028846153846
zuerich,8048.0,1.5,43.701550387596896
zuerich,8048.0,2.0,37.56677890011223
zuerich,8048.0,2.5,35.62193126022914
zuerich,8048.0,3.0,33.49081364829396
zuerich,8048.0,3.5,32.83715193295485
zuerich,8048.0,4.0,28.582089552238806
zuerich,8048.0,4.5,26.596385542168676
zuerich,8048.0,5.5,40.526315789473685
zuerich,8049.0,1.0,66.33333333333333
zuerich,8049.0,1.5,55.830357142857146
zuerich,8049.0,2.0,44.02985074626866
zuerich,8049.0,2.5,35.13472485768501
zuerich,8049.0,3.0,31.665399239543728
zuerich,8049.0,3.5,29.615613987530498
zuerich,8049.0,4.0,25.28497409326425
zuerich,8049.0,4.5,30.08476394849785
zuerich,8050.0,1.0,65.81505376344086
zuerich,8050.0,1.5,58.44903581267218
zuerich,8050.0,2.0,36.83584905660377
zuerich,8050.0,2.5,36.608213096559375
zuerich,8050.0,3.0,32.167850378787875
zuerich,8050.0,3.5,39.199475065616795
zuerich,8050.0,4.0,26.136986301369863
zuerich,8050.0,4.5,26.560133863208534
zuerich,8051.0,1.0,50.94070512820513
zuerich,8051.0,1.5,39.411764705882355
zuerich,8051.0,2.0,27.053571428571427
zuerich,8051.0,2.5,27.73404255319149
zuerich,8051.0,3.0,24.135175062786228
zuerich,8051.0,3.5,23.70860927152318
zuerich,8051.0,4.0,24.666666666666668
zuerich,8051.0,4.5,24.039800995024876
zuerich,8051.0,5.5,
zuerich,8052.0,1.0,58.01587301587301
zuerich,8052.0,1.5,43.523529411764706
zuerich,8052.0,2.0,36.55555555555556
zuerich,8052.0,2.5,35.100373482726425
zuerich,8052.0,3.0,27.49264705882353
zuerich,8052.0,3.5,29.456384323640965
zuerich,8052.0,4.0,24.430379746835442
zuerich,8052.0,4.5,25.7
zuerich,8052.0,5.5,
zuerich,8053.0,1.0,
zuerich,8053.0,1.5,63.205128205128204
zuerich,8053.0,2.0,26.704545454545453
zuerich,8053.0,2.5,34.95503597122302
zuerich,8053.0,3.0,28.851485148514854
zuerich,8053.0,3.5,36.480376766091055
zuerich,8053.0,4.0,27.88082901554404
zuerich,8053.0,4.5,35.76211453744494
zuerich,8053.0,5.0,37.5
zuerich,8053.0,5.5,35.24390243902439
zuerich,8053.0,6.0,30.165016501650165
zuerich,8055.0,1.0,37.27598566308244
zuerich,8055.0,2.0,36.69491525423729
zuerich,8055.0,2.5,54.88260869565217
zuerich,8055.0,3.0,32.666666666666664
zuerich,8055.0,3.5,33.881401617250674
zuerich,8055.0,4.5,36.34146341463415
zuerich,8057.0,1.0,56.345454545454544
zuerich,8057.0,1.5,41.890625
zuerich,8057.0,2.0,43.5
zuerich,8057.0,2.5,38.81428571428572
zuerich,8057.0,3.0,30.392156862745097
zuerich,8057.0,3.5,31.124905944319035
zuerich,8057.0,4.0,21.666666666666668
zuerich,8057.0,4.5,34.900390625
zuerich,8057.0,5.5,31.5
zuerich,8064.0,2.0,35.0
zuerich,8064.0,2.5,27.03076923076923
zuerich,8064.0,3.0,
